Sex,Team,NOC,Games,Year,Season,City,Sport,Medal
M,France,FRA,1948 Summer,1948,Summer,London,Art Competitions,Bronze
F,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Shooting,Gold
M,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Silver
M,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Hockey,Silver
M,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Wrestling,Gold
M,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Wrestling,Gold
M,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Bronze
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Gold
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Gold
F,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Gold
F,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Gold
F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,Gold
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Fencing,Gold
M,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Gold
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Volleyball,Silver
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Volleyball,Gold
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Silver
F,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Silver
F,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Silver
F,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Bronze
F,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Silver
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Basketball,Bronze
M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Silver
M,Russia,RUS,2004 Summer,2004,Summer,Athina,Water Polo,Bronze
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Archery,Bronze
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Gold
F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Basketball,Bronze
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Football,Bronze
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Silver
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Bronze
F,Russia,RUS,2008 Summer,2008,Summer,Beijing,Weightlifting,Bronze
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Bronze
F,China,CHN,2012 Summer,2012,Summer,London,Shooting,Gold
M,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,Bronze
M,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,Gold
M,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,Gold
M,Germany,GER,1992 Summer,1992,Summer,Barcelona,Wrestling,Silver
F,China,CHN,2004 Summer,2004,Summer,Athina,Sailing,Silver
F,China,CHN,2008 Summer,2008,Summer,Beijing,Sailing,Gold
M,Netherlands,NED,1988 Winter,1988,Winter,Calgary,Speed Skating,Silver
M,Philippines,PHI,1928 Summer,1928,Summer,Amsterdam,Swimming,Bronze
M,Philippines,PHI,1932 Summer,1932,Summer,Los Angeles,Swimming,Bronze
M,Finland,FIN,2000 Summer,2000,Summer,Sydney,Wrestling,Bronze
M,Finland,FIN,2004 Summer,2004,Summer,Athina,Wrestling,Silver
M,Finland,FIN,1984 Winter,1984,Winter,Sarajevo,Nordic Combined,Bronze
M,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ski Jumping,Gold
M,Finland,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Bronze
M,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Shooting,Silver
M,Finland,FIN,1956 Summer,1956,Summer,Melbourne,Shooting,Bronze
F,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Silver
M,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Volleyball,Silver
M,Japan,JPN,1972 Summer,1972,Summer,Munich,Volleyball,Gold
F,Japan,JPN,1976 Summer,1976,Summer,Montreal,Volleyball,Gold
M,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Football,Bronze
M,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Gold
M,Japan,JPN,2004 Summer,2004,Summer,Athina,Gymnastics,Gold
M,Japan,JPN,2004 Summer,2004,Summer,Athina,Gymnastics,Bronze
F,Japan,JPN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Silver
F,Japan,JPN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Silver
F,Japan,JPN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Silver
M,Japan,JPN,2012 Summer,2012,Summer,London,Wrestling,Gold
M,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Swimming,Silver
M,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Table Tennis,Bronze
F,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Weightlifting,Silver
M,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Baseball,Gold
M,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Football,Silver
M,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Wrestling,Bronze
M,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Wrestling,Gold
F,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Rowing,Silver
F,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Basketball,Bronze
F,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Rowing,Gold
F,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Shooting,Silver
F,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Athletics,Silver
M,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Silver
M,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Bronze
M,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Bronze
M,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Silver
M,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Bronze
M,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Gold
M,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Judo,Gold
F,Japan,JPN,1976 Summer,1976,Summer,Montreal,Volleyball,Gold
F,Japan,JPN,2004 Summer,2004,Summer,Athina,Wrestling,Gold
F,Japan,JPN,2008 Summer,2008,Summer,Beijing,Wrestling,Gold
F,Japan,JPN,2012 Summer,2012,Summer,London,Wrestling,Gold
F,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Volleyball,Silver
M,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,Gold
M,Japan,JPN,1960 Summer,1960,Summer,Roma,Shooting,Bronze
M,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Shooting,Bronze
M,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Swimming,Silver
M,Bulgaria,BUL,1956 Summer,1956,Summer,Melbourne,Football,Bronze
M,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Weightlifting,Silver
M,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Weightlifting,Silver
M,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Gold
M,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Silver
M,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Gold
F,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Gold
F,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Silver
M,United States,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Gold
M,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Gold
M,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Gold
M,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Bronze
M,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Silver
M,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Gold
M,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Bronze
M,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Bronze
M,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,Gold
M,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Silver
F,United States,USA,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Gold
F,United States,USA,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Bronze
F,United States,USA,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Silver
M,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Gold
M,United States,USA,1996 Summer,1996,Summer,Atlanta,Rowing,Silver
M,United States,USA,1968 Summer,1968,Summer,Mexico City,Diving,Bronze
F,United States-2,USA,2004 Summer,2004,Summer,Athina,Beach Volleyball,Bronze
M,Mexico,MEX,1984 Summer,1984,Summer,Los Angeles,Cycling,Bronze
M,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Gymnastics,Bronze
M,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Gymnastics,Bronze
M,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Gymnastics,Bronze
M,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Gymnastics,Silver
M,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Athletics,Gold
F,China,CHN,2012 Summer,2012,Summer,London,Shooting,Bronze
F,South Korea,KOR,1976 Summer,1976,Summer,Montreal,Volleyball,Bronze
F,China,CHN,1996 Summer,1996,Summer,Atlanta,Football,Silver
M,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Wrestling,Gold
F,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Hockey,Silver
F,South Korea,KOR,1976 Summer,1976,Summer,Montreal,Volleyball,Bronze
F,South Korea-1,KOR,1996 Summer,1996,Summer,Atlanta,Table Tennis,Bronze
F,South Korea-1,KOR,2000 Summer,2000,Summer,Sydney,Table Tennis,Bronze
M,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Table Tennis,Gold
M,South Korea-2,KOR,1988 Summer,1988,Summer,Seoul,Table Tennis,Bronze
M,South Korea-2,KOR,1992 Summer,1992,Summer,Barcelona,Table Tennis,Bronze
M,South Korea-2,KOR,1996 Summer,1996,Summer,Atlanta,Table Tennis,Bronze
M,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Gymnastics,Bronze
M,South Korea,KOR,2004 Summer,2004,Summer,Athina,Table Tennis,Gold
M,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Table Tennis,Bronze
M,South Korea,KOR,2012 Summer,2012,Summer,London,Table Tennis,Silver
F,North Korea-1,PRK,1992 Summer,1992,Summer,Barcelona,Table Tennis,Bronze
M,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Silver
F,China-1,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Bronze
F,China-1,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Gold
M,South Korea-1,KOR,2000 Summer,2000,Summer,Sydney,Badminton,Silver
M,South Korea,KOR,2004 Summer,2004,Summer,Athina,Badminton,Silver
M,China,CHN,1996 Summer,1996,Summer,Atlanta,Diving,Silver
F,China,CHN,2000 Summer,2000,Summer,Sydney,Judo,Gold
F,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Archery,Bronze
M,China,CHN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Bronze
F,China,CHN,2010 Winter,2010,Winter,Vancouver,Curling,Bronze
M,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Football,Bronze
F,Indonesia,INA,2008 Summer,2008,Summer,Beijing,Badminton,Bronze
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Wrestling,Gold
M,Japan,JPN,2008 Summer,2008,Summer,Beijing,Wrestling,Bronze
M,Japan,JPN,2012 Summer,2012,Summer,London,Wrestling,Bronze
F,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Handball,Silver
F,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Archery,Gold
M,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Judo,Silver
F,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Archery,Gold
F,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Archery,Gold
F,South Korea,KOR,2004 Summer,2004,Summer,Athina,Archery,Gold
F,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Archery,Bronze
F,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Archery,Gold
M,South Korea,KOR,2012 Summer,2012,Summer,London,Football,Bronze
F,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Handball,Silver
M,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Handball,Silver
F,South Korea,KOR,1976 Summer,1976,Summer,Montreal,Volleyball,Bronze
F,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Archery,Bronze
F,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Archery,Gold
M,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Swimming,Bronze
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Silver
M,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Bronze
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Canoeing,Silver
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Canoeing,Bronze
M,Russia,RUS,2004 Summer,2004,Summer,Athina,Water Polo,Bronze
M,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Gold
M,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Silver
M,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Gold
M,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Gold
M,Russia,RUS,1998 Winter,1998,Winter,Nagano,Ice Hockey,Silver
F,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Bronze
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Volleyball,Silver
M,India,IND,1928 Summer,1928,Summer,Amsterdam,Hockey,Gold
F,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Silver
M,Belgium,BEL,1948 Summer,1948,Summer,London,Fencing,Bronze
M,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Gold
M,Argentina,ARG,1932 Summer,1932,Summer,Los Angeles,Athletics,Gold
M,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Gold
M,Germany,GER,1996 Summer,1996,Summer,Atlanta,Canoeing,Gold
M,Germany,GER,2000 Summer,2000,Summer,Sydney,Canoeing,Silver
M,Germany,GER,2004 Summer,2004,Summer,Athina,Canoeing,Silver
M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Shooting,Bronze
F,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Fencing,Gold
F,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Fencing,Gold
F,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Fencing,Gold
F,Russia,RUS,2012 Summer,2012,Summer,London,Cycling,Bronze
F,Russia,RUS,2012 Summer,2012,Summer,London,Cycling,Bronze
F,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Sailing,Gold
F,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Sailing,Gold
M,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Fencing,Bronze
F,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Cycling,Gold
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Weightlifting,Silver
F,Russia,RUS,2012 Summer,2012,Summer,London,Weightlifting,Silver
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Bronze
F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Basketball,Gold
M,Czechoslovakia,TCH,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Silver
M,Czechoslovakia,TCH,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Silver
M,Poland,POL,1956 Summer,1956,Summer,Melbourne,Fencing,Silver
M,Poland,POL,1960 Summer,1960,Summer,Roma,Fencing,Silver
M,Poland,POL,1964 Summer,1964,Summer,Tokyo,Fencing,Bronze
M,Hungary,HUN,1908 Summer,1908,Summer,London,Swimming,Silver
M,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Boxing,Gold
M,Germany,GER,1904 Summer,1904,Summer,St. Louis,Swimming,Bronze
M,Germany,GER,1904 Summer,1904,Summer,St. Louis,Swimming,Gold
M,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Sailing,Bronze
F,Sweden,SWE,2004 Summer,2004,Summer,Athina,Sailing,Bronze
F,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Bronze
M,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Modern Pentathlon,Silver
M,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Modern Pentathlon,Bronze
M,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Water Polo,Gold
M,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Football,Silver
M,Romania,ROU,1972 Summer,1972,Summer,Munich,Canoeing,Silver
M,Romania,ROU,1980 Summer,1980,Summer,Moskva,Canoeing,Silver
F,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Bronze
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Bronze
F,United States,USA,2004 Summer,2004,Summer,Athina,Fencing,Gold
F,United States,USA,2008 Summer,2008,Summer,Beijing,Fencing,Gold
F,United States,USA,2008 Summer,2008,Summer,Beijing,Fencing,Bronze
M,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Shooting,Bronze
F,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Bronze
M,Germany,GER,1960 Summer,1960,Summer,Roma,Shooting,Bronze
F,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Bronze
M,Nirefs,GRE,1960 Summer,1960,Summer,Roma,Sailing,Gold
F,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Basketball,Bronze
M,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Volleyball,Bronze
M,Poland,POL,1972 Summer,1972,Summer,Munich,Judo,Silver
M,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Hockey,Silver
M,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Football,Gold
F,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Canoeing,Bronze
M,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Fencing,Bronze
M,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Fencing,Silver
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Weightlifting,Gold
M,Russia,RUS,2012 Summer,2012,Summer,London,Diving,Gold
M,Russia,RUS,2012 Summer,2012,Summer,London,Diving,Silver
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Handball,Gold
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Basketball,Gold
F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gold
F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Basketball,Gold
F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Basketball,Gold
M,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Silver
M,Russia,RUS,2004 Summer,2004,Summer,Athina,Water Polo,Bronze
M,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,Bronze
M,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,Bronze
F,Italy,ITA,1988 Summer,1988,Summer,Seoul,Fencing,Silver
F,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Fencing,Gold
F,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Fencing,Silver
M,Argentina,ARG,1956 Summer,1956,Summer,Melbourne,Boxing,Bronze
M,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Wrestling,Silver
M,Romania,ROU,2012 Summer,2012,Summer,London,Fencing,Silver
M,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Hockey,Silver
M,Pakistan,PAK,1976 Summer,1976,Summer,Montreal,Hockey,Bronze
M,Pakistan,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Bronze
M,Russia,RUS,2012 Summer,2012,Summer,London,Boxing,Bronze
F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Silver
F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gold
F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gold
F,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Bronze
M,Mexico,MEX,1972 Summer,1972,Summer,Munich,Boxing,Silver
M,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Football,Silver
M,Chile,CHI,2000 Summer,2000,Summer,Sydney,Football,Bronze
M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Canoeing,Bronze
M,Italy,ITA,1960 Summer,1960,Summer,Roma,Boxing,Silver
M,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gold
M,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gold
M,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gold
M,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gold
M,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Bronze
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Football,Bronze
F,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Gold
M,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Silver
M,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Hockey,Bronze
M,Germany,GER,1936 Summer,1936,Summer,Berlin,Hockey,Silver
M,Germany,GER,1964 Summer,1964,Summer,Tokyo,Canoeing,Bronze
M,Germany,GER,1964 Summer,1964,Summer,Tokyo,Canoeing,Silver
M,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Silver
M,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Bronze
M,Germany,GER,1996 Summer,1996,Summer,Atlanta,Wrestling,Silver
M,Italy-1,ITA,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Gold
M,Netherlands,NED,1992 Winter,1992,Winter,Albertville,Speed Skating,Silver
M,Netherlands,NED,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Bronze
M,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Football,Gold
M,Brazil,BRA,2012 Summer,2012,Summer,London,Gymnastics,Gold
M,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Silver
F,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Speed Skating,Bronze
F,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,Bronze
F,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,Bronze
M,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,Gold
F,Croatia,CRO,2012 Summer,2012,Summer,London,Taekwondo,Bronze
M,"Marinai della nave da guerra ""Varese""",ITA,1906 Summer,1906,Summer,Athina,Rowing,Bronze
M,Italy,ITA,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gold
M,France,FRA,1984 Summer,1984,Summer,Los Angeles,Football,Gold
F,United States,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Bronze
M,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Boxing,Bronze
M,Poland,POL,1968 Summer,1968,Summer,Mexico City,Shooting,Gold
M,Poland,POL,1972 Summer,1972,Summer,Munich,Shooting,Gold
M,East Germany,GDR,1972 Summer,1972,Summer,Munich,Football,Bronze
M,Switzerland,SUI,1948 Summer,1948,Summer,London,Fencing,Silver
M,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Fencing,Bronze
M,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Fencing,Bronze
M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Judo,Silver
M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Shooting,Bronze
M,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Boxing,Bronze
M,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Bronze
M,Italy-2,ITA,1964 Winter,1964,Winter,Innsbruck,Bobsleigh,Silver
M,Bucintoro Venezia,ITA,1906 Summer,1906,Summer,Athina,Rowing,Gold
M,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Weightlifting,Gold
M,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Bronze
M,Poland,POL,1988 Summer,1988,Summer,Seoul,Boxing,Bronze
F,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Gold
M,Thessalonki-1,GRE,1906 Summer,1906,Summer,Athina,Football,Bronze
M,Poland,POL,1976 Summer,1976,Summer,Montreal,Volleyball,Gold
F,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Handball,Bronze
M,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Silver
F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Basketball,Bronze
F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Basketball,Gold
M,Czechoslovakia,TCH,1948 Summer,1948,Summer,London,Athletics,Silver
M,Czechoslovakia,TCH,1948 Summer,1948,Summer,London,Athletics,Gold
M,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Athletics,Gold
M,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Athletics,Gold
M,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Athletics,Gold
F,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Silver
M,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Boxing,Silver
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Bronze
M,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Silver
M,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Silver
M,Poland,POL,1988 Summer,1988,Summer,Seoul,Weightlifting,Bronze
M,Poland,POL,1996 Summer,1996,Summer,Atlanta,Wrestling,Gold
M,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Weightlifting,Bronze
M,Poland,POL,2008 Summer,2008,Summer,Beijing,Fencing,Silver
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Boxing,Silver
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Volleyball,Bronze
M,Soviet Union-1,URS,1976 Winter,1976,Winter,Innsbruck,Figure Skating,Gold
M,Soviet Union-1,URS,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Gold
M,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Gold
M,Italy,ITA,2012 Summer,2012,Summer,London,Volleyball,Bronze
M,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Gold
M,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Gold
M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Volleyball,Silver
M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Volleyball,Gold
M,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Volleyball,Silver
